distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period)
0.193717277,47,13,3.6,3,10,77,8,29.93
0.687058824,65,27,13.6,4,10,84,13,29.89
0.147688839,62,26,14,4,10,81,14,29.96
0.135620915,49,27,4.7,0,10,61,3,30.5
0.35520362,65,31,8.6,4,10,75,3,29.84
0.439236111,48,30,4.1,4,0.25,96,5,30.22
0.297680412,72,29,6.8,0,10,30,18,29.84
0.745200698,49,26,9.2,4,10,86,11,30.23
1.046875,50,29,4.9,0,10,80,0,30.22
0.371019108,55,29,13.3,2,10,80,11,30.06
0.148816234,61,28,15.4,1,10,56,5,29.89
0.721461187,68,14,2.7,0,10,67,0,30.07
1.00952381,53,13,7.5,4,7,86,15,29.83
0.145785877,60,28,12.2,3,10,72,18,29.95
0.132283465,50,23,9,4,10,86,6,29.93
0.502469136,62,29,11.5,1,10,87,18,29.81
0.439490446,55,16,10.3,3,10,72,14,29.9
0.699386503,51,15,12.6,4,10,83,15,29.68
0.639097744,59,29,10.3,2,10,83,11,30.03
0.461275626,60,26,14.7,1,10,72,14,29.97
0.476355248,52,25,13,4,8,83,14,29.99
0.154340836,54,7,1.8,0,9,69,6,30.2
1.012738854,55,16,10.3,3,10,83,13,29.89
0.959612278,57,28,19.3,3,10,83,23,29.87
0.589060309,61,30,12.3,1,10,87,11,29.93
1.045531197,55,12,2,0,10,69,0,30.16
0.774341352,73,30,10.4,0,10,72,5,29.87
0.862113402,72,29,6.8,0,10,67,6,29.86
0.287484511,61,29,13.4,2,10,68,18,29.83
0.091970803,57,29,17.6,1,10,46,26,29.94
0.174578867,68,29,4.9,1,10,70,5,30.05
0.156142365,62,30,14.7,1,10,63,14,29.96
0.649263722,62,29,10.1,4,10,87,3,29.94
0.383601757,59,14,9.9,4,10,86,5,30.04
0.767918089,64,28,17.7,0,10,78,6,29.92
0.652291105,59,28,12.7,3,10,83,9,29.96
0.350620068,61,27,15,4,9,84,14,29.92
0.276960784,67,30,8.5,0,10,53,21,29.91
0.259860789,59,27,13.7,2,10,70,17,29.92
0.361970218,73,30,10.4,1,10,63,0,29.86
0.389513109,63,29,14.7,2,9,84,7,29.88
0.167785235,60,28,12.6,3,7,78,5,30.01
0.058171745,58,28,9,3,10,72,5,30.28
0.371670702,56,17,8.5,3,10,59,6,30
0.151927438,61,29,14.4,1,10,65,14,29.96
0.054021609,64,27,16.1,2,10,61,23,30.06
0.739622642,63,29,9.8,1,10,90,15,29.97
0.660431655,52,28,12.6,2,10,77,15,30.11
0.257046223,65,26,8.6,2,10,51,18,29.91
1.006745363,54,15,2.7,1,10,86,0,30.05
0.96,49,13,16.6,4,10,66,23,29.79
0.465986395,61,26,14.2,3,10,70,13,29.87
1.090016367,60,28,6,0,10,87,8,30.1
0.465974625,64,30,13,2,10,84,18,29.89
1.061082024,49,12,5.1,3,10,68,3,30.24
0.303112314,52,27,10.7,1,10,67,21,30.19
0.401826484,50,7,3.8,1,10,93,0,30.22
0.171875,59,23,3.5,0,10,58,5,30.1
0.335195531,66,29,9.1,1,10,59,20,29.85
0.064197531,57,26,10.4,3,10,54,17,29.95
0.057422969,51,27,12.9,4,10,64,17,30.05
1.046875,51,12,4,0,9,89,6,30.36
0.053107345,62,30,13.3,1,9,61,20,29.8
0.678041543,56,17,7.6,4,10,80,10,30.14
0.349602724,64,26,8,2,10,72,3,29.9
0.468677494,59,27,16.1,3,10,87,17,29.96
0.683840749,61,29,14.2,3,10,90,10,29.91
0.68579627,65,28,11.1,1,10,84,10,29.96
0.781291173,63,21,10.5,3,10,81,13,29.76
0.54144385,59,28,12.1,2,10,72,21,29.89
1.086440678,55,9,2.3,2,10,64,3,30.16
0.444108761,58,27,13.3,3,10,80,9,30.17
1.086460033,60,28,5.9,2,10,93,0,30.23
0.156862745,64,30,13,2,10,59,8,29.94
0.275943396,56,27,19,2,10,50,30,30.01
0.200949367,62,23,8.1,3,10,68,14,30.07
0.157635468,53,27,24.4,2,10,59,31,30.05
0.680045872,61,31,8,2,10,83,10,29.94
0.062420382,74,29,12.4,1,10,40,24,29.86
0.052009456,62,28,12.8,1,10,61,16,29.97
0.922077922,52,27,7.3,2,10,77,7,30.14
0.428765265,49,29,13.5,1,10,63,7,30.36
0.33240612,66,29,10.7,1,10,68,18,29.9
0.515410959,53,28,6.9,4,6,80,11,30.13
0.123145401,56,17,7.6,3,10,77,6,30.15
0.777955272,53,30,3.8,4,10,58,7,30.25
0.598548972,73,30,10.3,0,10,84,5,29.88
0.434554974,48,26,8.9,1,10,89,0,29.89
0.714285714,59,29,10.3,2,10,75,5,30
0.058743169,52,22,10.9,4,10,77,13,29.97
0.368298368,59,26,13.1,4,10,83,9,29.96
0.506142506,52,26,18,2,10,74,20,30.13
0.444277108,56,27,11.5,4,10,83,3,30.08
0.581944444,67,29,9.3,1,10,70,11,29.89
0.439316239,56,8,6.9,0,10,61,5,30.47
0.795417349,60,28,6,0,10,78,10,30.1
1.062101911,55,29,13.3,1,10,74,11,30.19
0.814407814,52,26,16.8,4,10,77,11,30.02
0.376722818,68,29,4.9,1,10,33,7,29.96
0.133898305,55,9,2.3,1,10,80,3,30.24
0.83310153,66,29,10.7,1,10,90,10,29.94
0.178233438,63,16,12.8,4,3,87,15,29.99
0.165628892,68,29,9.2,1,10,75,3,29.92
1.043327556,49,6,6.4,0,10,89,3,30.11
0.690307329,62,28,12.8,3,10,93,13,29.96
0.430441899,47,36,6,1,10,42,6,30.42
0.725040917,47,36,6,0,10,44,5,30.39
0.60145808,71,29,12.5,2,10,93,7,29.99
0.946889226,53,16,3,0,10,86,3,30.19
0.167108753,61,29,11.4,2,10,73,3,29.87
0.756482525,61,27,15,4,10,81,15,29.92
0.351660939,62,30,7.2,1,10,80,0,29.98
0.065976714,73,29,7.9,0,10,33,10,29.84
0.280385078,59,23,9.8,4,10,75,9,30.1
0.56162465,51,27,12.9,4,10,74,13,30.04
0.063131313,49,28,20.5,1,10,51,25,30.1
0.261682243,60,29,15,2,10,70,26,29.94
0.164141414,49,28,20.5,1,10,49,21,30.11
0.498263889,48,30,4.1,3,1.25,96,8,30.18
0.052694611,66,27,12.9,3,10,59,10,30.06
0.118673647,43,29,2.3,2,10,74,0,30.4
0.438448567,55,12,2,0,10,80,0,30.22
0.150178784,59,27,16.8,1,10,65,5,30.16
0.145454545,62,27,8.6,3,10,60,6,29.98
0.823734729,43,29,2.3,3,10,63,3,30.27
0.761687571,59,27,10.9,4,10,83,6,29.93
0.353672316,62,30,13.3,1,9,84,11,29.82
0.955022489,56,15,9.4,4,9,90,11,30.02
0.357548241,62,27,15.8,2,10,70,13,30.04
0.965098634,53,16,3,0,10,69,0,30.16
0.574074074,61,28,14.6,2,10,87,5,29.93
0.455676516,58,29,10.4,3,10,96,5,30.22
0.758043758,53,20,8.8,4,10,80,8,29.88
0.547619048,64,28,9.7,1,10,81,15,29.82
0.282689913,68,29,9.2,2,10,55,18,29.81
1.054607509,48,3,2.7,0,10,77,0,30.5
0.434554974,47,13,3.6,2,10,83,0,29.93
0.930029155,57,19,20.8,3,10,67,22,29.94
0.145289444,62,28,10.6,3,10,63,14,29.96
0.790643275,63,30,13,3,10,96,15,30
0.097744361,59,29,10.3,2,10,59,13,30.02
0.349887133,64,26,9.6,3,10,70,7,29.97
0.554332875,59,28,12.4,1,10,77,17,29.95
0.74153074,57,28,12.1,4,10,93,20,30.16
0.098976109,57,12,2.8,3,7,80,8,30.19
0.063694268,56,27,17.5,2,10,65,18,30.26
0.815878378,55,36,3.3,3,10,75,0,29.96
0.666287016,60,26,14.7,1,10,78,17,29.99
0.694323144,62,27,14.6,0,10,80,13,29.92
0.670391061,66,29,9.1,1,10,93,3,29.93
0.054114994,63,32,7.9,0,10,68,10,29.88
0.267201835,61,31,8,2,10,65,16,29.88
0.85477707,74,29,12.4,1,10,46,5,29.9
0.457142857,52,26,13.4,4,10,77,9,30.03
0.509598604,43,29,2.3,3,10,61,0,30.29
0.770207852,53,24,12.7,4,10,83,9,29.94
0.679266896,62,30,7.2,2,10,78,6,30.02
0.446778711,51,27,12.9,4,10,66,9,30.05
0.78816568,58,28,15.8,1,10,83,7,29.97
0.828492393,66,29,10.1,0,10,62,11,29.92
0.2553916,62,27,15.8,1,10,56,22,30
0.704761905,53,13,7.5,3,10,86,8,29.82
0.177394035,65,15,13,4,9,87,6,30.13
0.122164049,51,14,10.4,4,10,80,7,29.84
0.568155785,73,30,10.4,1,10,72,6,29.85
0.347202296,65,28,11.1,3,10,61,11,29.99
0.183391003,51,25,10.3,4,5,90,14,29.91
0.148816234,65,26,8.6,1,10,70,8,29.93
0.629487179,54,27,15.8,4,10,86,8,29.83
0.444909344,55,18,8.2,4,4,96,7,30.08
0.087804878,57,28,10.2,3,10,75,10,30.27
0.749568221,44,30,5.2,1,10,86,6,30.04
0.430577223,49,22,7.7,4,7,83,10,30.1
0.283110571,54,27,15.2,2,10,48,16,30.17
0.677577741,60,28,6,2,10,96,0,30.22
0.064516129,64,28,10.1,3,10,68,11,30.14
0.627400768,63,27,13.9,4,10,90,11,29.86
0.674364896,64,30,13.1,2,10,83,11,29.94
0.399662732,54,15,2.7,2,5,89,3,30.06
0.39048811,62,28,11.6,2,10,87,6,29.91
1.141361257,43,5,9.3,2,10,83,6,30.03
0.935185185,60,29,11.3,1,8,93,15,30.13
0.917232022,49,29,13.5,0,10,65,5,30.34
0.177248677,57,27,12.6,1,9,72,3,30.12
0.967283073,49,29,13.2,1,10,58,18,30.01
0.350797267,60,28,12.2,3,9,86,11,29.93
0.158139535,60,26,13.6,1,10,67,14,29.92
0.757336343,66,29,11,3,10,87,3,29.86
0.43484225,54,27,15.6,4,8,96,14,29.96
0.6774942,59,27,13.7,4,10,87,9,29.92
1.019230769,56,32,3.1,1,10,62,7,29.98
0.611271676,65,28,10.2,0,10,73,16,30.06
0.206219313,60,28,6,1,10,63,9,30.16
0.699212598,50,23,9,2,10,93,0,29.86
0.800947867,63,28,13,4,9,90,13,29.95
0.774406332,56,27,19.3,2,10,86,20,29.97
0.05524239,63,27,23.3,3,10,65,33,29.75
0.059293044,59,27,10.9,3,10,68,15,29.93
0.725880551,68,29,4.9,0,10,51,0,30
0.780448718,60,30,4.6,0,10,78,7,30.26
0.791452991,56,8,6.9,1,10,51,6,30.5
0.529182879,62,29,6.4,2,10,50,9,29.92
0.05209513,64,29,12.3,1,10,57,17,29.87
0.407407407,48,14,12.3,3,10,93,8,30.01
0.075675676,62,24,9.6,2,10,52,10,30.04
0.061598952,51,28,18,0,10,51,26,29.98
0.262295082,61,29,14.2,1,10,72,26,29.88
0.06405694,58,28,16.8,2,10,58,20,29.97
0.366589327,59,27,16.1,4,9,90,17,30
0.817401961,55,26,14.8,3,10,80,20,30.11
0.143478261,50,18,7.9,3,10,57,13,30.03
0.20355412,57,28,19.3,2,10,70,20,29.87
0.724053724,52,26,16.8,3,10,74,16,30.06
0.412816692,55,27,5.3,3,10,60,13,30.12
0.679069767,60,26,13.6,4,10,87,14,29.93
0.380487805,57,28,10.2,3,10,86,7,30.21
0.974702381,68,29,6.4,0,10,75,7,30.04
0.167776298,60,28,11.7,4,9,81,7,29.93
0.058312655,64,28,12.3,1,10,55,16,29.92
0.561861521,62,27,15.8,3,10,75,14,30.03
0.431630972,50,28,18.7,2,10,74,18,30.09
0.934032984,56,15,9.4,4,10,78,20,29.97
0.434645669,50,23,9,3,10,69,16,29.85
0.05801105,58,29,8,3,8,75,5,30.16
0.147688839,61,27,15,4,9,78,8,29.93
0.975460123,51,15,12.6,3,10,83,14,29.71
0.709677419,56,29,7.2,4,9,93,9,30
0.459796149,64,29,12.3,1,10,75,18,29.88
0.094814815,65,29,4.9,0,10,36,0,30.1
0.14665127,53,24,12.7,4,9,80,11,29.98
0.553047404,64,26,10.1,3,10,84,3,29.92
0.257336343,66,30,11.5,1,10,55,22,29.72
0.14566474,59,27,10.2,1,10,67,7,29.91
0.733777038,55,4,2.4,3,10,74,5,30.01
0.300932091,54,28,19.6,0,10,51,26,29.94
0.146788991,51,18,11.8,4,10,74,17,29.92
0.164034022,71,29,12.5,1,10,73,3,30.01
0.623888183,78,29,6.6,3,10,52,0,29.94
0.129230769,49,13,16.6,4,5,89,20,29.75
0.458757062,65,32,8.1,1,10,70,10,29.78
0.381395349,55,29,9,3,10,78,15,30.14
0.7504363,51,14,10.4,4,8,83,6,29.84
1.040849673,49,27,4.7,0,10,89,0,30.31
0.417721519,55,32,5.3,2,10,86,7,29.86
0.870466321,56,18,9.9,3,10,77,3,29.92
0.302083333,77,29,8.5,0,10,19,22,29.75
0.810763889,48,30,4.1,4,10,93,9,30.17
0.376638856,66,27,12,3,10,81,5,30.05
1.119584055,47,3,3.8,4,4,89,0,30.07
0.166028097,61,27,15.8,2,10,75,14,29.88
0.612781955,59,30,8.3,1,10,93,3,30.11
0.153753027,56,17,8.5,3,10,60,0,29.98
0.770833333,77,29,8.5,0,10,37,8,29.79
0.769319493,52,25,13,4,10,86,10,29.99
0.662087912,66,29,7.3,0,10,86,3,29.95
0.128440367,51,18,11.8,3,10,72,14,29.87
0.718696398,56,28,6.9,4,10,86,11,30.17
0.120058565,59,14,9.9,4,10,83,5,30.04
0.159064327,63,30,13,1,10,70,6,30.01
0.786304604,57,27,23.5,1,10,77,21,29.97
0.391666667,54,27,5.7,4,6,86,7,30.14
0.782407407,61,28,14.6,1,10,83,11,29.94
0.622617535,55,27,19.6,3,10,90,20,30.13
0.4144427,48,29,16.2,3,10,77,6,29.89
0.146747352,54,32,1.3,3,10,60,0,30.13
0.088091354,60,28,5.9,4,9,87,5,30.32
0.964705882,63,32,13.4,0,10,39,15,30.09
0.589774078,64,27,11.5,4,9,90,5,29.99
0.195462478,49,12,5.1,4,8,86,6,30.07
0.875,59,23,3.5,0,10,46,0,30.06
0.20552677,50,27,6.6,4,6,80,11,30.1
0.814461119,65,28,10.3,3,10,87,15,30
0.672540382,55,10,3.1,4,10,75,3,29.97
0.953651685,52,27,11.5,1,10,89,10,30.15
0.145927602,62,26,10.5,4,8,73,14,29.96
0.305774278,64,31,5.8,1,10,61,14,29.7
0.743455497,43,5,9.3,3,10,93,3,29.9
0.273045508,74,30,9,1,10,50,22,29.87
0.724691358,62,29,11.5,1,10,90,10,29.84
0.131849315,49,11,6.6,1,5,96,7,30.3
0.052036199,65,31,8.6,1,10,55,8,29.83
0.618686869,49,28,20.5,0,10,68,5,30.02
0.855683269,61,27,15.8,1,10,90,18,29.83
0.787052811,59,9,9.5,0,10,52,9,30.25
0.304973822,62,29,14.9,1,10,70,25,29.71
0.426533524,65,19,8.5,3,10,84,5,29.87
0.655555556,58,20,10.6,3,10,90,3,30.02
1.032702238,54,6,7.4,2,10,77,11,30.06
0.608966376,75,31,5.5,0,10,87,0,30.02
0.284493284,52,26,16.8,2,10,57,24,30.01
0.810449575,54,27,15.2,2,10,83,9,30.17
0.553672316,62,26,14,3,10,80,15,29.92
0.294494238,63,27,13.9,2,10,68,21,29.88
0.554545455,62,27,8.6,3,10,78,5,29.93
0.417168675,55,14,6.9,4,10,62,6,30
0.419047619,53,13,7.5,4,7,96,10,29.79
0.459367946,70,30,9.7,0,10,43,17,29.85
0.273390036,71,29,12.5,1,10,50,31,29.94
0.105172414,51,3,3.6,1,8,77,7,30.26
0.731008717,68,29,9.2,0,10,78,10,29.86
0.911051213,55,27,16.1,2,10,90,7,30.17
0.843161857,61,27,8.1,2,10,80,8,29.91
0.476271186,55,9,2.3,2,10,40,3,30.14
0.562355658,53,24,12.7,4,10,86,7,29.93
0.498792271,60,18,11,4,10,84,13,30.07
0.427244582,49,21,8.1,4,4,83,11,29.96
0.147368421,71,30,6.4,0,10,70,3,29.89
0.92866941,54,27,15.6,1,10,90,14,29.95
0.703808181,51,28,9.5,1,10,86,0,30.07
0.063225806,56,21,9.6,4,10,67,15,30.09
0.810320781,55,18,8.2,3,10,83,7,30.17
0.572087659,64,30,13,1,10,90,6,29.93
0.68175583,54,27,15.6,4,10,93,18,29.95
0.135313531,52,27,10,4,6,93,10,30.18
0.126956522,50,34,4.6,3,0.75,93,6,30.23
0.611662531,64,28,12.3,3,10,84,6,29.88
0.816011236,52,27,11.5,4,10,77,13,30.1
0.643504532,58,27,13.3,2,10,80,15,30.17
0.972176759,60,28,6,1,10,93,0,30.23
0.187826087,51,10,2.4,3,10,80,0,30.33
1.017006803,53,24,3.9,4,10,86,5,30.22
0.928024502,68,29,4.9,0,10,58,0,30.02
0.091040462,65,28,10.2,0,9,71,3,30.11
0.657142857,63,21,7.3,1,10,80,5,29.98
0.807506053,56,17,8.5,4,10,66,8,30.1
0.481955763,59,29,15.6,3,10,83,20,29.91
0.458745875,52,27,10,4,9,80,9,30.15
0.397172237,69,28,7.5,0,10,70,0,29.89
0.969004894,60,28,5.9,4,8,93,6,30.28
0.838107098,68,29,9.2,4,10,87,6,29.93
0.171344165,64,28,6.4,0,10,21,0,30.27
0.542895442,62,28,9.9,1,10,72,13,29.99
0.822660099,53,27,24.4,4,10,77,11,29.96
0.505226481,47,28,21.1,2,10,68,26,29.86
0.683834049,64,26,14.4,4,7,90,17,29.75
0.984962406,59,29,10.3,1,10,62,10,29.99
0.295719844,62,29,6.4,3,10,36,13,29.94
0.861230329,64,26,14.4,2,10,84,18,29.95
1.015280136,56,29,7.2,3,9,93,0,29.98
0.519695044,78,29,6.6,4,10,32,13,29.9
0.086402266,66,29,7.8,3,10,50,22,29.95
0.054282268,71,29,9.7,1,10,32,20,29.91
0.10485133,59,16,8.6,4,9,68,17,29.87
0.430517711,49,29,22.1,3,10,66,26,30.08
0.924863388,52,22,10.9,4,10,83,14,29.93
0.766318538,53,28,6,0,10,50,0,30.05
0.057182706,55,18,8.2,4,10,78,10,30.12
0.697729988,66,26,14,4,10,78,10,29.98
0.061868687,62,30,12.1,1,10,61,15,30
0.292249047,55,27,19.6,3,10,53,31,30
0.404145078,56,18,9.9,3,10,77,6,29.9
0.425320057,67,27,9.5,4,10,81,0,29.96
0.374429224,68,14,2.7,0,10,21,0,30.02
0.666666667,58,27,10.2,1,10,90,9,30.08
0.723856209,49,27,4.7,0,10,79,3,30.49
0.409948542,56,28,6.9,4,7,96,8,30.18
0.615720524,62,27,14.6,0,10,67,20,29.95
0.80945758,59,20,8.6,4,5,93,6,30.29
0.509598604,49,12,5.1,4,5,86,10,29.99
0.135451505,55,13,1.5,1,10,55,3,30.17
0.647144949,59,14,9.9,3,10,80,6,29.98
0.504962779,64,28,12.3,2,10,84,20,29.91
0.761597938,72,29,6.8,0,10,75,5,29.85
0.553167421,62,26,11.2,4,10,72,11,29.89
0.716239316,55,7,2.3,0,8,90,3,30.15
0.143916914,56,17,7.6,3,10,58,13,30.15
0.364475202,64,30,13,1,10,81,6,29.94
0.495667244,47,3,3.8,2,7,83,6,30.09
0.528497409,56,18,9.9,3,10,93,13,29.92
0.460839955,61,27,15.1,3,10,72,22,30.03
0.054114994,67,29,10.7,0,10,31,17,29.8
0.171641791,69,29,4.1,0,10,70,3,30.08
0.381660471,61,29,13.4,1,10,67,6,29.86
0.576551724,69,29,8.7,0,10,56,18,29.91
0.750865052,51,25,10.3,4,1.75,96,9,30.02
0.064596273,74,29,6.7,3,10,52,3,29.9
0.429738562,49,27,4.7,0,10,86,3,30.5
0.181695828,57,27,15.7,1,10,72,7,30.05
0.193863319,55,18,8.2,4,10,90,6,30.12
0.738693467,55,14,1.9,0,10,77,0,30.24
0.16735823,66,29,10.1,1,10,66,3,29.95
0.091059603,64,9,1.2,1,6,78,3,30.15
0.757609921,65,26,8.6,1,10,86,7,29.91
1.05107084,50,28,18.7,2,10,80,11,30
0.281400966,60,18,11,4,10,75,18,30.08
0.766666667,60,30,10.5,0,10,83,7,29.89
0.801652893,63,5,2,1,10,68,3,30.06
0.380813953,54,20,17.3,3,10,75,24,29.9
0.276923077,58,28,15.8,1,10,58,31,29.94
0.438687392,44,30,5.2,1,10,86,3,30.05
0.817073171,47,29,4.9,3,10,71,8,30.29
0.172155689,70,31,4.4,3,10,66,3,30.06
0.058024691,62,29,11.5,1,10,63,18,29.85
0.769942197,59,27,10.2,2,10,86,5,29.91
0.678688525,66,10,6.5,0,10,93,0,30.08
0.664018161,62,27,15.8,2,10,80,10,29.98
0.822222222,55,7,2.3,1,10,67,0,30.11
0.424347826,49,29,15.9,2,10,66,14,29.89
1.119932432,55,36,3.3,3,10,83,7,29.96
0.680826636,60,30,11.4,1,10,90,11,29.89
0.900949796,60,26,7.9,1,10,78,6,30.01
0.207641196,57,29,9.3,1,9,75,18,30.12
0.623529412,63,32,13.4,0,10,46,11,30.16
0.709677419,64,28,10.1,4,10,90,15,30.17
0.057823129,61,26,14.2,2,10,58,18,29.9
0.471380471,52,6,1.1,1,6,69,0,30.15
0.824691358,57,26,10.4,3,10,80,10,29.9
0.369590643,63,30,13,4,10,87,0,30.03
0.819727891,53,24,3.9,2,10,90,8,30.22
1.102915952,48,4,3.8,0,8,89,0,30.22
0.520965693,55,27,19.6,3,10,69,28,29.96
0.640625,59,23,3.5,0,10,61,0,30.07
0.589588378,56,17,8.5,3,10,61,6,30.06
0.265717675,63,27,13.5,1,10,65,25,29.97
0.052154195,64,27,11,1,10,55,21,29.99
1.042016807,55,14,2.5,0,8,93,6,30.21
0.737909516,56,30,8.3,1,10,100,7,30.06
1.02907916,51,28,5,1,10,89,5,30.12
0.613550816,57,28,12.1,1,10,86,0,30.23
0.852604828,78,29,6.6,3,10,72,6,29.97
0.146726862,64,26,10.1,4,10,65,8,29.98
0.057142857,52,26,13.4,1,10,59,17,30.01
1.043771044,52,6,1.1,0,10,71,0,30.24
0.159006211,74,29,6.7,3,10,70,5,29.94
0.437223043,64,28,6.4,0,10,49,0,30.26
0.588164251,60,18,11,3,10,90,9,29.99
0.751592357,56,27,17.5,2,10,83,17,30.21
0.46031746,61,29,14.4,1,10,80,20,29.95
0.82902829,62,29,14.2,1,10,83,10,29.87
0.145475372,62,30,7.2,1,10,70,8,30
0.35915493,60,27,21.5,4,4,90,21,30.09
0.056580566,62,29,14.2,1,10,65,23,29.9
1.050434783,53,27,9.4,4,8,90,8,29.97
0.132879046,59,9,9.5,3,10,48,17,30.31
0.427546628,65,28,11.1,2,10,81,8,29.99
0.059090909,62,27,8.6,3,10,56,13,29.96
0.745200698,47,20,8.7,0,10,65,6,29.97
0.313333333,61,29,9,2,10,65,17,29.86
0.399713467,52,28,6.3,2,10,67,14,30.07
0.386419753,62,29,11.5,4,9,84,7,29.87
0.167582418,66,29,7.3,1,10,70,5,30.02
0.167336011,62,29,10.1,3,9,73,7,30
0.062256809,62,29,6.4,3,10,31,3,29.97
0.709219858,48,27,6.3,0,10,79,3,30.16
0.06385696,61,27,15.8,2,10,68,23,29.86
0.064362336,59,27,16.8,1,10,51,22,30.15
0.619949495,62,30,12.1,4,10,90,5,29.99
0.506127451,55,26,14.8,1,10,74,21,29.99
0.5018226,54,27,15.2,2,10,66,14,30.16
0.351197263,59,27,10.9,4,9,83,11,29.93
0.146892655,62,26,14,4,10,75,14,29.96
0.668463612,55,27,16.1,1,10,89,3,30.15
0.063905325,58,28,15.8,2,10,54,21,29.96
1.020477816,57,12,2.8,2,8,93,0,30.19
0.880952381,64,28,9.7,3,10,81,7,29.76
0.056433409,64,26,10.1,3,10,55,16,29.98
0.576744186,60,26,13.6,4,10,90,8,29.9
0.46277205,73,30,10.4,1,10,68,18,29.82
0.830864198,62,29,11.5,3,10,87,6,29.87
0.742543171,65,15,13,4,10,84,15,30.03
0.35206422,61,31,8,4,9,83,0,29.91
0.45261669,50,28,5.9,1,10,79,0,30.05
0.765786452,60,30,11.4,0,10,83,10,29.84
0.455192034,49,29,13.2,1,10,53,14,30.07
0.393670886,71,29,9.8,4,0.25,100,5,30.06
0.375539568,52,28,12.6,4,10,80,3,30.14
0.13509061,50,28,18.7,2,10,69,18,30.11
0.588374852,63,27,13.5,4,10,90,5,29.99
0.41130092,54,27,25.1,2,10,89,17,29.96
0.684757506,53,24,12.7,4,10,83,13,30
0.66779661,63,26,16.3,2,10,81,15,29.96
0.064398542,54,27,15.2,3,10,46,21,30.18
0.373292868,64,28,4,1,10,46,14,30.08
0.516351119,54,6,7.4,0,8,67,0,30
0.157248157,52,26,18,2,10,64,20,30.17
0.146482122,52,25,13,4,10,83,13,30.03
0.401290323,56,21,9.6,3,10,83,3,30.02
0.646666667,61,29,9,4,10,80,6,29.87
0.425925926,48,14,12.3,3,10,59,17,29.94
0.166878981,74,29,12.4,1,10,74,0,29.9
1.133790738,56,28,6.9,0,10,90,0,30.19
0.828125,51,12,4,0,10,69,3,30.25
0.591179976,66,27,12,4,10,87,3,30.02
0.167948718,54,27,15.8,3,10,67,10,29.89
0.662895928,65,31,8.6,1,10,84,9,29.84
0.820367751,50,28,5.9,0,10,77,7,30.06
0.373025516,54,27,15.2,1,10,74,16,30.18
0.730864198,57,26,10.4,3,10,69,8,29.96
0.07755102,63,21,7.3,3,10,61,9,29.98
0.052132701,63,28,13,1,10,63,24,29.97
0.720534629,54,27,15.2,1,10,77,10,30.17
0.627877238,54,27,18,1,10,80,14,29.97
0.808484848,55,27,12,1,10,77,7,30.18
0.208474576,55,34,2.1,4,4,90,0,29.88
0.424347826,53,27,9.4,2,6,89,3,29.95
0.396084337,55,14,6.9,3,10,86,3,30.05
0.758229285,64,26,8,4,10,81,6,29.91
0.282424242,55,27,12,4,10,50,14,30.07
0.801925722,59,28,12.4,2,10,86,16,29.96
0.756207675,62,27,11.2,3,10,81,7,29.94
0.459367946,63,29,9.8,2,10,67,13,29.87
0.512733447,56,29,7.2,3,10,78,11,30.11
0.555936073,58,27,11.8,4,10,90,10,29.98
0.784222738,59,27,16.1,4,10,93,15,29.98
0.74912892,47,28,21.1,4,8,90,15,29.64
0.921597633,53,27,11.1,3,10,90,9,30.14
0.748691099,47,13,3.6,4,10,93,5,29.91
0.660465116,55,29,9,3,10,93,15,30.16
0.791914388,61,28,15.3,0,10,83,18,30.05
0.255656109,65,31,8.6,1,10,55,15,29.8
0.060565276,57,27,15.7,1,10,60,17,30.02
0.819178082,63,27,14.4,1,10,84,11,29.96
0.409246575,53,28,6.9,4,0.25,100,3,30.14
0.563151796,57,30,10.4,2,10,86,6,29.9
0.711388456,49,22,7.7,2,10,77,9,30.09
0.40077821,76,30,6.9,0,10,70,0,29.84
0.74556962,71,29,9.8,3,10,61,9,29.98
0.550408719,49,29,22.1,1,10,61,26,30.26
0.063380282,60,27,21.5,2,10,65,28,30.07
0.370892019,62,27,12.8,4,10,90,6,29.9
0.493955095,44,30,5.2,3,10,50,13,30.04
1.02134647,47,32,6.6,1,10,77,7,30.01
1.056506849,49,11,6.6,0,6,93,5,30.22
0.635416667,77,29,8.5,0,10,70,7,29.76
0.891534392,57,27,12.6,0,10,77,6,30.11
0.665914221,62,27,11.2,4,10,78,13,29.95
0.125567322,54,32,1.3,3,10,69,5,30.19
0.636245111,75,30,8.6,1,10,73,3,29.78
0.89747004,54,28,19.6,1,10,86,21,29.92
0.683967705,52,25,13,4,9,83,10,30.02
0.776119403,62,30,14.7,1,10,87,11,29.86
0.479240807,63,27,13.5,3,10,81,13,29.96
0.384806974,75,31,5.5,1,10,78,3,30.06
0.685950413,63,5,2,1,10,90,0,30.06
0.165551839,55,13,1.5,1,10,37,3,30.09
0.06614786,76,30,6.9,0,10,62,6,29.79
0.731481481,60,29,11.3,1,8,93,9,30.05
0.615869018,52,27,17.2,2,10,83,17,30.23
0.146002317,57,30,10.4,2,10,70,5,29.93
0.389589905,63,16,12.8,4,3,87,15,29.88
0.420382166,55,16,10.3,4,10,90,8,29.91
0.431924883,46,22,10.4,3,10,61,11,30.18
