power-generated
10750
18575
3407
29010
6995
0
6614
0
0
133
4361
32841
20597
11407
10972
0
13787
0
12786
2094
19260
17762
608
0
86
0
14702
33064
0
317
0
0
20678
0
7480
27692
12847
5715
5180
12
21963
0
2933
0
769
28611
25334
0
29580
13748
8581
3375
0
19868
0
28196
23119
29746
1346
0
0
0
0
0
0
1047
0
0
21607
0
1846
0
0
13434
0
0
0
32471
0
1214
20199
22832
20796
0
0
0
0
0
5203
0
11047
19335
0
561
7800
0
8478
31397
0
1869
10489
8087
5851
0
144
0
4724
716
0
0
3997
34324
423
0
1109
0
869
0
0
11093
0
0
0
0
19527
24698
0
1353
0
5208
0
2399
33746
20321
23077
98
21511
0
0
4842
23728
0
28838
0
0
19505
0
8491
0
3854
22968
0
12728
22910
0
0
0
0
6669
28891
6243
0
1721
0
0
263
0
18585
0
0
0
0
1512
12722
0
0
0
21575
0
0
2232
659
0
81
9910
16232
1365
0
0
34177
22639
0
0
0
0
0
0
0
0
0
27752
0
0
0
16173
25314
18931
0
13489
0
0
23065
11983
0
21537
0
18351
25922
23873
0
0
0
0
0
20567
0
12843
0
0
0
0
9756
10118
33111
6617
0
0
0
18995
5755
0
0
0
30448
7239
3180
0
1309
1672
196
2179
20644
15
90
1985
1276
15878
0
0
1336
159
13185
1
29836
16170
0
34957
0
585
0
12826
0
0
0
13489
0
0
3419
0
3010
23843
0
14907
6188
0
0
0
26823
22241
0
0
2539
0
793
27641
0
0
0
5527
0
1653
0
0
0
8841
25690
0
0
22523
0
2045
0
20767
8690
0
0
21052
0
2812
0
17623
0
765
0
0
0
0
388
0
4854
5578
4089
32295
15341
0
0
938
31376
0
0
0
0
25265
17309
1182
0
1847
11279
0
24772
22113
0
0
384
0
29986
14852
15387
568
0
18238
7998
0
0
0
11212
34620
0
0
610
19863
1920
677
0
0
0
16983
0
0
79
13835
0
10351
0
0
21630
0
0
27438
0
0
881
0
0
0
24973
17127
5693
0
0
10324
0
2298
8318
0
2461
0
0
7204
24745
0
404
0
1990
18417
1576
25
0
3695
1060
0
20493
0
21182
0
69
0
18889
0
0
21285
0
0
0
193
0
345
0
0
0
1956
0
34720
2396
290
10820
0
27967
0
0
0
3238
802
0
10223
0
33753
855
1278
4702
0
0
15867
27645
25704
4386
0
734
104
23711
0
47
0
9129
4891
29899
1739
20749
4194
560
0
15361
5768
2704
27737
0
0
11376
0
37
0
0
0
7669
0
20959
0
13246
0
1672
0
33296
0
13562
0
1886
11356
2184
16173
14653
0
0
277
122
6311
0
0
13171
24472
18560
0
7417
22231
0
0
3697
6704
0
3837
0
0
28183
10411
3724
1353
12958
0
10068
15070
1748
0
15408
0
0
1661
29346
0
0
9344
2169
499
6004
0
0
2026
383
24249
0
0
0
0
0
0
18819
29016
10461
20080
0
0
0
0
1653
18854
20826
7896
1709
17412
27142
3799
27457
33210
0
335
22023
0
0
1922
0
1810
0
17103
314
26917
1728
0
16045
0
34434
0
7123
1844
0
0
0
514
0
1142
0
28174
20073
17127
29986
0
29731
34021
0
3732
11627
469
9942
0
0
0
0
8283
1367
984
385
51
3
0
0
0
7934
12654
0
1054
22969
0
0
0
0
0
0
10767
0
1778
28339
11610
229
35251
21451
30072
5904
24803
12388
21
30054
17306
0
0
8254
0
7462
0
0
113
0
345
18040
0
0
0
30094
0
25929
5766
330
0
7229
33567
0
0
0
0
35033
13726
0
331
5310
0
0
1260
0
0
22253
0
1283
2014
0
11566
3831
22145
0
234
8425
0
0
20125
0
17727
0
0
0
879
0
0
0
25419
0
1148
17409
0
549
0
0
0
22652
0
0
0
26470
18736
0
0
0
1163
34373
311
22094
34212
20769
34329
692
0
25415
24686
0
14527
0
207
0
4349
25632
0
17
0
7760
27536
17545
0
0
1953
26285
5451
0
20969
19578
0
18105
5403
27323
0
2428
2137
3727
0
0
501
0
14980
0
4745
0
15348
0
12336
0
0
0
2274
0
2396
27417
0
0
0
0
795
0
4780
0
0
2223
0
11715
0
41
0
11037
17490
0
19428
0
12752
35405
0
0
0
15403
1093
0
0
0
20055
0
0
17257
0
3458
114
1950
19187
13734
0
0
0
8636
0
111
3329
28144
0
0
6347
0
0
0
1483
12426
0
0
0
0
14950
0
0
27357
0
0
1378
1717
5418
0
0
23961
404
0
5808
0
0
13463
0
0
271
19583
31531
0
1569
0
0
8957
0
31463
17948
680
53
8453
0
0
0
0
0
612
13558
0
1306
0
0
0
21062
4180
6573
48
2095
33697
21798
6772
65
0
24932
0
26663
4700
0
22695
16124
0
0
6111
0
0
0
19748
6
0
20460
31772
0
0
0
0
75
0
0
0
21856
0
0
36368
8277
0
1683
0
0
516
0
0
20887
34902
0
0
0
0
0
20529
31911
0
26270
3687
0
0
2118
0
19005
7791
33053
0
815
2198
29287
0
14587
15836
806
23081
15149
29516
0
32524
34480
0
948
1111
464
17168
0
33627
0
0
32263
0
1952
0
0
1338
2089
0
2292
5372
467
13734
0
4764
0
0
34289
8524
5652
29565
5246
436
0
7212
7263
0
0
0
14825
0
0
7393
0
24479
34447
0
0
0
2726
101
455
0
13827
0
0
2086
633
0
0
0
0
0
0
0
21784
31714
0
0
0
0
4750
0
390
32864
639
7581
0
0
0
0
0
7004
0
0
0
0
1661
6642
0
23223
27741
0
0
29847
683
1
6262
0
0
0
25702
0
0
0
0
0
0
0
21487
249
0
10514
1390
0
0
15925
0
0
30856
6570
19430
0
0
0
0
1379
8363
8499
1308
0
30530
11
6677
0
0
738
35153
7452
0
0
21404
0
0
0
2918
0
0
22482
0
771
0
0
515
0
0
0
6769
22378
12109
28277
19992
13923
168
0
0
0
785
0
33293
0
7156
29577
27378
0
0
1748
0
0
0
0
0
1384
0
9148
0
16318
29472
135
0
19736
30
145
1046
0
0
0
0
4023
379
0
0
25824
33909
20973
17465
10469
0
19265
998
8167
30910
0
0
0
6592
0
0
3
0
27771
11398
0
0
0
0
5778
0
121
191
0
35474
0
4368
2273
0
867
0
0
0
33706
0
1755
10116
16656
22783
4016
8741
12474
0
0
0
32483
9141
0
6518
13
29393
0
0
1893
32187
0
0
0
0
28158
1861
2729
7715
0
0
0
0
3473
0
9224
0
0
18587
1992
0
34780
18312
0
6529
0
0
1398
0
532
0
1334
16337
0
0
21808
0
2718
0
822
0
0
0
34591
10119
14349
0
20566
8425
4287
0
112
140
11529
0
0
5831
23280
0
1175
0
731
0
0
0
198
29303
1149
0
21718
2983
0
7478
11696
16816
80
12944
20425
0
0
0
0
28523
0
29378
0
20505
3225
0
0
11213
455
0
1871
29303
0
843
0
4939
1971
29059
906
6153
0
14244
188
512
436
16895
0
33463
10192
0
20746
1531
6027
0
18709
491
3574
11039
0
34173
13921
8805
0
29768
5430
21787
0
0
4440
21373
0
0
6731
23066
9865
0
0
1329
6035
19411
0
35282
696
25527
20869
0
17294
0
12583
31423
34371
5826
24464
0
0
0
0
162
17421
1452
6302
8511
983
0
0
15931
0
0
0
0
0
0
32812
112
0
0
0
5542
31885
4944
0
0
0
0
8004
0
0
0
0
27081
1245
5866
3303
1380
14687
0
0
27500
25220
20574
860
0
27058
9729
0
1645
0
0
27043
0
14255
212
0
0
1995
18705
7837
17909
0
1561
895
0
35553
10727
6125
34710
32324
0
11209
0
21875
21778
0
0
20733
33481
31322
0
0
11357
0
0
0
2553
8669
4342
18707
32802
12293
0
6352
0
0
0
19412
0
14064
8555
32108
0
18567
21
21065
0
0
0
101
20301
17470
13397
4839
920
25477
1346
8803
15471
16280
0
0
26393
0
3715
0
0
21996
160
16800
0
1858
21133
19576
0
0
0
0
16613
0
0
14635
218
0
0
65
0
0
0
13455
20874
3
0
0
8376
19602
19620
8637
573
1318
22558
32083
690
0
350
0
0
91
0
7082
15159
9909
23555
0
4638
5548
0
0
0
2734
18365
34224
0
0
0
0
0
0
250
0
0
0
33175
0
3049
0
16251
28021
27571
17752
0
1894
28515
18771
0
19126
377
0
0
0
0
13034
0
8482
0
0
869
0
4562
20724
26744
0
35743
10789
1052
940
0
21545
16263
0
0
7336
2312
0
12816
0
14471
0
