power-generated
0
145
0
0
0
1526
2497
567
0
34320
17733
0
117
25347
21023
0
0
5957
110
20067
7775
0
0
0
30
1499
0
26433
2162
11886
0
4139
18371
21306
0
0
19225
0
292
2009
3748
19557
32377
0
0
5500
25064
0
0
0
0
0
0
0
773
8729
0
0
2
0
0
8399
0
35486
0
0
32513
0
0
793
10939
0
0
7136
15649
20992
31009
7747
0
2126
10230
0
10968
19306
2670
19469
0
0
24427
15727
9209
0
0
8436
0
1272
1992
16760
0
1469
13083
0
416
26755
14862
34055
0
19435
0
31440
33393
828
0
13893
2059
6491
0
0
24003
0
0
1090
33944
1086
0
0
17309
17165
27647
0
0
0
22287
27284
423
0
0
229
18322
0
28764
27655
2240
23594
0
0
0
10258
29225
0
12785
0
0
25514
31733
0
0
0
34325
33390
10416
264
0
0
3110
2907
0
4097
0
0
0
24689
0
0
16806
1996
20205
0
0
0
5918
0
0
18380
21070
29027
0
1397
25392
7755
1481
0
17598
21473
0
18441
0
1211
1931
31880
27963
1093
0
1980
0
6543
23
0
34976
11153
0
25219
32890
0
0
0
413
0
0
858
0
1205
0
426
24335
34647
27732
128
0
0
0
0
1873
0
15670
22926
0
4935
0
0
0
0
738
0
16038
13147
0
0
18950
0
1356
21210
6524
0
25440
0
2668
0
0
16420
0
6822
15012
19945
0
23144
1107
20941
0
0
1588
12683
0
0
21150
0
0
0
1216
0
0
0
6342
0
4988
27741
0
31908
28239
19145
12757
2021
0
6685
0
0
0
26277
34459
0
3113
0
21177
375
0
18824
5603
15312
0
30069
24644
0
29343
8465
223
0
28147
0
0
17287
4956
0
2963
1599
907
0
0
12545
0
2011
4611
2423
0
0
23855
2606
23551
27606
17465
0
0
0
6356
0
0
1261
6135
0
0
0
650
519
0
0
0
0
644
0
0
0
0
1229
17059
0
59
1488
0
13893
0
26858
11063
0
0
22737
6044
0
18452
0
32729
20355
15731
0
16587
115
534
0
0
0
0
28536
5580
0
2927
0
21125
31028
17765
20278
17640
8333
7629
0
0
0
1428
292
0
0
0
0
32668
26486
1091
21293
0
0
8365
886
5367
0
35778
0
408
744
20628
4961
0
6459
9928
0
915
15771
0
21118
0
21774
0
0
4463
0
27136
15242
21711
0
0
0
0
0
0
33187
28438
0
3507
66
1693
0
0
6318
0
0
1837
17905
0
0
27440
570
4232
247
8421
0
1643
22613
15976
4859
0
3749
120
0
0
4162
11864
0
10975
0
0
685
3661
738
2356
0
17213
0
27354
31163
0
17252
0
0
0
13687
10910
0
0
0
0
32254
16394
1158
0
0
17838
0
11166
0
1151
0
618
0
10179
0
1699
0
4273
0
0
15177
23788
0
0
0
0
21273
0
1258
0
0
114
0
25263
24151
12646
13962
20756
16724
34682
0
0
28992
5397
0
32484
12521
24011
516
20290
32195
1494
28785
0
15975
14852
0
27173
0
0
43
0
0
8283
19120
20917
1259
15652
32389
0
324
19164
0
26346
0
20658
0
2075
0
12328
0
0
1894
0
1888
29857
542
0
2603
4488
0
0
2552
0
0
0
29737
0
0
0
0
1305
25763
1200
13884
29291
13253
0
0
22992
0
0
0
0
0
9382
0
0
21210
10848
9661
0
0
15785
0
0
0
30769
0
19317
7508
0
5395
13720
4804
0
32608
134
0
29040
18188
33470
0
0
0
18939
28488
0
22313
0
1734
32018
0
0
0
7359
28930
381
1425
12017
41
0
25211
0
1829
18
0
5857
20905
15308
15058
0
33454
3729
0
0
18413
25550
0
0
17848
332
0
1190
0
0
186
0
445
0
207
0
22524
